name,line
AMY, It's true. You had it for breakfast this morning.
JAKE," When pizza's on a bagel, you can eat pizza anytime!"
JAKE," Were they, or perhaps were they distracted by your brilliant pizza ruse?"
AMY," You're suspect number one, Jeffords."
AMY," Still a long time till sunup. All I have to say is, whoever took that plaque, you better watch out. Come on, Rosa."
JAKE, Come on Bill.
AMY," Okay, was the operation a success?"
AMY, Beautiful execution.
AMY," Oh, my God, I don't want tonight to ever end. Did you by chance read the excerpt from ""The Truth About Stacey""?"
AMY," That get caught smoking cigarettes? Well, let's just say that these two baby-sitters aren't getting caught with squat. This is where I stash a few cigarettes on the rare occasion that I need a puff."
AMY, She's a work in progress.
AMY, What is it? What? I got to go.
JAKE," Time is running out. We got to stop playing by the rules and start playing dirty. Follow my lead, Bill."
JAKE," Why? You know what? Never mind. It doesn't matter. Hey, Charles! Charles, get in here. Come on. What is Holt up to? Does he have the plaque? Does he know who does?"
JAKE," Okay, fine, then I guess I have a new best friend, and his name is Bill."
JAKE," Sure, it started out that way, but you know how these things go, spending time together, sharing intimate secrets, laughing about nothing in particular."
JAKE," Thanks, bud. We will always be best friends."
JAKE, Ain't she a beaut?
JAKE," Immediately ruined it, Bill. Immediately."
JAKE, Here you go.
JAKE, What is happening right now?
JAKE," Uh, but you did."
JAKE, Then how do you explain this?
JAKE, What the hell?
AMY," Yeah, I just got it out of the vent to rub it in your faces."
JAKE," ""I Just Got It Out of the Vent to Rub It in Your Faces""; name of your sex tape. What?"
AMY," Oh, my God. Our precinct is disgusting."
JAKE, Wait. Look at the plaques.
JAKE," ""Are""."
JAKE," ""Dumb"". Are heists dumb? Of course not. That was a stupid question."
AMY," No, Jake, it's says, ""Heists are dumb""."
JAKE, The Oscar for best liar goes to you!
AMY," Not to be harsh, Sarge, but you're setting a terrible example for your daughters, and they're gonna grow up to be total failures."
JAKE," Gina! Of course! It all makes sense, except for the parts I don't understand and the fact that I still kind of think Terry did this."
JAKE, But you knocked out your two front teeth.
JAKE," Oh, you made sure I didn't remember that!"
JAKE, Maybe I just wasn't at that party.
AMY, This feels like it's gonna be a dig on me.
AMY, There it is.
JAKE," Bill is not a male prostitute, I don't think."
AMY, That suit is not drab. It has a fun salmon lining.
JAKE," Then we raced in here to blame Terry, and you trapped us. But how did you know he was gonna say ""heists are dumb""?"
AMY, Because you wanted to win?
JAKE," God, Nikolaj is having such a rich childhood."
JAKE," Well, she's gonna be so psyched that you're back."
AMY, Aww. It's so sweet.
AMY, And violent.
JAKE," Yeah, this is awkward. I'm sure they'll stop soon."
JAKE, And it's escalating. Let's go.
JAKE," Aw. I love ""You've Got Mail""."
JAKE, I know.
AMY," Wait, hold up. Planning a wedding like that in 14 hours would be the greatest organizational challenge in history. How are you gonna do it?"
AMY, I thought I was supposed to get you guys the wedding present! (She laughs and claps) Of course I will!
AMY," (She cheerfully sighs and walks towards Rosa and Pimento before turning around to address the rest of the squad) All right. Listen up, people. The next 14 hours are gonna be hell, but in the end you will have the satisfaction of knowing that you've finally done something worthwhile with your lives."
AMY," Eh-eh-eh! (Amy raises her voice) I don't have time to stroke your damn ego, Sergeant. Let's make a wedding!"
JAKE," Of course. Anything. Except killing someone, or maiming someone, or breaking the law in any way, or nudity. Also I don't like waking up super early in the morning you know what, why don't you just tell me what you want?"
JAKE, Neustadter's like six hours away. I'm not so sure we can get there and back in time.
JAKE," Blessed, totally blessed. I'll do it, it's fine. But I should warn you, my car is a piece of junk and it's always breaking down."
JAKE," Turning to Gina That was amazing. He actually listens to you. Hey, you should come with us on this trip. You know, in case he starts acting-"
JAKE, Yes. You can use your powers to keep him in check.
JAKE, Mm.
JAKE, And also you're not a cop.
JAKE, So you will come with us?
JAKE, Pointing at Gina You da man!
JAKE," See ya in the car, girl."
AMY," Okay. First, the good news. I've generated a detailed timeline broken down into 30-second increments to keep us on track. The bad news: we're already 16.5 increments behind schedule."
AMY," Good! Use it! Neil Armstrong was overwhelmed when he walked on the Moon, but you know what he did? He walked on the Moon! Charles, you're in charge of food."
AMY," Terry, you're on hair and makeup. I've seen your little girls' pigtails, so I know you can do it."
AMY," Pull it together, Jeffords! Scully and Hitchcock, you're in charge of seating."
AMY," Great. And, Captain, you can help me decorate."
AMY," Well, we just wanna keep it classy."
AMY, What?
AMY," Okay, Rosa. You go to the office, have a couple bellinis, and just relax."
AMY, Peach juice and champagne.
AMY," Come on, just try it. It's what Nancy Meyers would drink."
JAKE," So, big day. How you feeling, buddy?"
JAKE," You know, it's possible you're just hungry. When's the last time you ate?"
JAKE, Ah.
JAKE," All right, we're looking for 381 Smith Street. It should be up here. Hopefully they still have your earrings."
JAKE," Uh, it's okay. Everything's gonna be fine. We'll think of something, all right?"
JAKE," Come on. I mean, they're just earrings, right? We can get another pair, (Pimento looks shocked) or we could make some new ones. All we need is, like, a blacksmith. Or a smelter a smelt man- that can't be right. The point is you can still married."
JAKE," Well, I personally don't even really believe in signs, so-"
JAKE, Ah
JAKE," Okay, good point. (He turns to Gina) Hey, Gina, I could use your help here. You wanna maybe weigh in on this one?"
JAKE, What? No! You weighed in wrong.
JAKE, What if there was something in the universe that could prove to you that you should still get married? What would that be?
JAKE," Okay, so the earrings. (Jake starts typing on his phone) Maybe somebody bought them before the place burned down, right? We could track 'em down. And lookee here. (He holds his phone up) I just got the owner's name. That's good, right?"
JAKE," (Snaps his fingers) You're damn right there is. (He then looks up and points at the sky) Suck it, universe!"
AMY," How are the chairs coming, guys?"
AMY, Okay. So we'll go with that one?
AMY," Wow, you're taking this really seriously."
AMY," Mm-hmm. (She leans forwards and tastes the batter. Hmm, (she makes an unsure face) I think it's a little off."
AMY," Whoa, you really made the balloon arch."
AMY," Yes, you and I think that, but what will Rosa think?"
AMY, What?
AMY, Rosa? No. How?
JAKE," Well, not necessarily. I mean, maybe the universe allowed something else to survive, you know? Like a rabbit's foot."
JAKE, I don't think you understand how they work. Yours burned down! I'm so sorry you lost everything. I'm just really worked up.
JAKE," No, please don't!"
JAKE," Okay, so I know that seemed like a little bit of a dead end. (He chuckles)"
JAKE, She does?
JAKE, Are you sure it's the same necklace?
JAKE," I stand corrected. All right, I'm gonna call the local police and get a warrant. (He starts typing on his phone."
JAKE," No! No, no, no. That's a bad idea."
JAKE, No!
JAKE, What are you doing?
JAKE," Trying to keep us out of prison. You know what, forget it. I'll just deal with him myself (he turns around to see where Pimento went) nope, he's already on the roof."
AMY," Rosa, what happened?"
AMY, Are you sure?
AMY," Great. Thanks, Charles."
JAKE, This is a bad idea. We should leave now.
JAKE," No, you're not. That is a crime."
JAKE," No, you haven't. No one has. Put that down."
JAKE, Gina! Be a quieter robber!
JAKE," Hi, we met earlier."
JAKE, Yeah.
JAKE," Whoa! Okay, everybody, just keep it cool. Everybody be chilly chill chill."
JAKE," Not chill, Dino."
JAKE," Wait, wait! The trellis won't hold all three of us at the same time."
JAKE, This is a bad idea. We should leave now.
JAKE," No, you're not. That is a crime."
JAKE," No, you haven't. No one has. Put that down."
JAKE, Gina! Be a quieter robber!
JAKE," Hi, we met earlier."
JAKE, Yeah.
JAKE," Whoa! Okay, everybody, just keep it cool. Everybody be chilly chill chill."
JAKE," Not chill, Dino."
JAKE," Wait, wait! The trellis won't hold all three of us at the same time."
JAKE," Look, it's gonna be fine. We'll get the car fixed and make it back in time. Gina, when's the tow truck getting here?"
JAKE," Yeah, I know, that's why I said call a tow truck!"
JAKE," Enough! I'm so sick of this garbage, all right? The two of you need to stop looking for signs everywhere- (Jake notices a sign giving the direction of an Airport) oh, my God, a sign."
JAKE, I'm a vessel for the universe.
AMY, Wow. The chairs look amazing. I can't believe you two aren't my biggest problem today.
AMY," Yes, we will."
AMY," Oh, no! What's happening? Someone tell me what's happening."
AMY, Oh.
AMY," The arch sucks! I'm sorry. I didn't want to say anything because you're my boss and you were so excited, but the truth is every time I look at it I wanna die and take you with me."
AMY," Oh, no. How drunk is he?"
AMY, We're ruined.
AMY, Yeah.
JAKE," Okay, this is very scary, but it's okay, because you're a trained pilot."
JAKE, What?
AMY," All right, food is ready, decorations are set, guests should start arriving any moment, and the chairs are still perfection."
AMY, All right! Let's show Rosa what we got. Wait. Where is Rosa?
AMY," Terry! What the hell, man? You said you were gonna sober them up."
AMY, This is a room of nightmares.
AMY," Okay, everybody outside now!"
AMY, Just know that you brought this on yourselves.
AMY," We're way past winkers. Scully, Hitchcock, bring the frost."
AMY," Nice job, you two."
JAKE," Hey! We're back. Pimento's got the earrings, guests are arriving- (Jake turns to Terry, Charles, Holt and Rosa) What the hell are you doing?"
AMY," Sobering these clowns up. All right, everyone go get dressed."
JAKE, You would not believe the day I've had.
AMY," You and me both, sister. Rosa got drunk, and then every time I sent someone in to help her, she got them drunk too! It's like she was trying to tank this thing."
JAKE," Yeah, well, Pimento called off the wedding three times because of the universe. If I didn't know them any better, I'd think they don't even wanna get married."
JAKE," Okay, so it seems like they don't wanna get married. But is it even our place to say something? No, right?"
AMY," Right? It's their decision, even if it's a bad one. They could always get divorced."
JAKE," People love getting divorced! My parents got divorced, and all it did was scar our family for years and years."
AMY, We have to say something.
JAKE, Yeah.
JAKE," Hey there, everyone. Great wedding so far, right? Uh, next up, we're gonna take a quick break, which happens at every wedding, but in the meantime, how about a little entertainment? Boyle? You got your devil sticks?"
JAKE," Hey, Adrian."
JAKE, We gotta talk.
JAKE, Nothing. Nothing rhymes with that. I would cut that line.
JAKE," Forget it. The thing I wanna say is, maybe the universe wasn't telling you stuff today. Maybe you were telling yourself something."
JAKE, What are you doing here?
AMY," Wow, you look beautiful."
AMY, Yeah. About that I think we should talk.
JAKE," Look, I spent the whole day denying the fact that there were signs, but I was wrong. They were actually there."
JAKE, The fact that you kept cancelling your own wedding that was the real sign.
AMY," I don't think it was an accident that you got drunk, or that you got everyone else drunk."
AMY, I don't know. Were you?
JAKE, I do not.
JAKE," All right, give it up for Charles."
JAKE," No, they are not. No one thinks that. All right, I'm not sure how much time we have, but anybody know a joke?"
JAKE," No! Sit down! No, definitely not. Oh! "
JAKE, What an interesting event.
AMY," Better than ""Sleepless in Seattle""."
JAKE, Don't take it personally.
JAKE," Hey there, Boyle. How was your weekend?"
JAKE," Oh, really? I'm sorry to hear that, man."
JAKE, No.
JAKE, Why? What's in the backpack?
JAKE, And you think that the cell phone might have Intel that could lead us to Flaco.
JAKE, I'd say it's a very-
JAKE," Okay, um, no biggie."
JAKE," Nope, very common police expression."
JAKE," This is our chance. If C.J. can't find that evidence, he could be fired. This could be our way back onto the day shift."
JAKE, Come on and party tonight. Wow! It's actually a really catchy song.
JAKE," What? No, this is our chance to undermine him. Come on and party tonight."
JAKE," Okay, you know, you're trying to say it's whatever because you just..."
JAKE," Of course I'm fumfering. Fine, we'll find the bag. Come on and party tonight. Damn it."
AMY," Oh, that's fine. It's not the thing that gives me the most pleasure in life. Interacting with other people, that's what gets me going."
JAKE," No, but I did find C.J.'s wallet, badge, and gun on top of the toilet paper dispenser. I'm assuming he doesn't know they're missing."
JAKE," Why are you helping this guy, sir? He's the opposite of everything you stand for. His favorite expression is ""that's gonna leave a mark."" And he doesn't even use it right."
JAKE, What?
JAKE," You think you're so great just 'cause you always do what's good and right. Well, I've got news for you:"
JAKE, Ya boring.
JAKE," He discovered zinc, because you've used that one on me before because, uh, ya boring."
JAKE," Wait, that was two hours? Where's C.J. during all this?"
JAKE," Party tonight. The guy's got good hooks. I mean, right?"
JAKE," Wait, who's this guy? Flaco must've sent someone to get the backpack, and they just waltzed right in and took it out of the precinct. Oh, C.J. is in so much trouble."
JAKE," You think that disapproving glare works on me after all the times I've seen it? Step it up, find something new."
JAKE, Ya boring.
JAKE," Hey, C.J., you upset about something, man? Maybe something in your career?"
JAKE," Yeah, well, you told me to sugarcoat it."
JAKE, Yours.
JAKE," Okay, so what happened? I mean, they couldn't have fired you, right? That'd be crazy. I mean, they could, for sure, they had every reason to, but did they? Did they fire you?"
JAKE," What transfer, what now?"
JAKE," Completely unqualified, yeah."
JAKE, Yeah.
JAKE," Wait, you wanna train other officers?"
JAKE, That's a six-month program.
JAKE," No, no, no, no, no, no. All is not lost. We can still fix this. So, sure, maybe you can't get back the backpack, but you could do something even better."
JAKE," Like, what if you single-handedly figure out who Flaco is and then you take him down."
JAKE," No, you won't, because I will be there to help you, but don't worry, you'll still get all the credit. Listen to me, C.J., we're gonna get you the hell out of here."
JAKE, I most certainly am not.
JAKE, Ahh.
JAKE," So, Captain, I've been thinking about this whole missing backpack thing, and, what if we find Flaco and take him down?"
JAKE," No, not at all. In fact, I think C.J. should come along. I just realized how important my duty as a police officer is to me, you know? The sacred oath I took. Your speech really inspired me."
JAKE, Yeah.
JAKE," Well, Dad, we don't know where Flaco is, but I have a C.I. who says he's got an agreement with Marco Severino."
JAKE," I know he's inexperienced, but he's a creative guy. I think he'd be great undercover."
JAKE," Great start, and I love your double use of ""muchachos."""
AMY," Oooh, that's a nice lam' job. This one goes on the blog."
AMY," Hey, Sarge, what up, bro?"
AMY, I'm sorry. I just love it so much.
AMY," What? No, don't say that. Why would you say that?"
AMY, Of course.
AMY, Uh-huh.
AMY," Oh, no, but you shouldn't feel bad, only like 10% of people pass on the first try."
AMY," That's why they say ""it's test time, so diaper up."""
AMY," They say that, I've never said that. I've never worn a diaper during test. Who would wear a diaper during a test? That's ridiculous, I mean-"
AMY," Sorry. Look, don't give up on the green initiative. You're a great sergeant. You'll get everyone on board."
AMY," Yes, Gina. You can handle her. You can do this. Sarge, it's test time."
JAKE," All right, that's Severino's restaurant. My C.I. says he's in there."
JAKE, Not at all. How about you?
JAKE," But just because you're in the van doesn't mean you're not an important part of the mission. Your job will be to keep an eye on the restaurant. And, if anybody suspicious walks in, you just-"
JAKE, Don't try and guess where I'm going with it.
JAKE," You keep an eye on the door. If anyone suspicious walks in, let us know in our ear pieces."
JAKE," C.J., I'm loving the story, but we gotta go in."
JAKE, TBC.
AMY," Of course, if you ask me, saving energy is trending."
AMY," Oh, Gina, didn't see you there."
JAKE," Hey, you Severino?"
JAKE," I'm Cal, this is Billy. We used to buy from Rosario, but he got busted by the feds, and we're looking for a new hookup."
JAKE," Well, you can ask Rosario's guys about us."
JAKE," Sorry, bad allergy day, pollen count is off the charts."
JAKE, We don't sell on the streets. We have loyal buyers that come to us.
JAKE," I'm sorry, you think we wanna deal with complete strangers?"
JAKE," I mean, we gotta cover our own asses."
JAKE, How do we know this guy's even legit?
JAKE, Shut up!
JAKE," Shut up, now!"
JAKE," Shut up, C.J."
JAKE," Yes, obviously we're cops. Put your hands up."
JAKE," Well, we can't hold him much longer, and he's not talking. The interrogation did not exactly go well."
JAKE," You're gonna tell us who Flaco is, and you're gonna tell us right now-"
JAKE," Great, I'll go get C.J."
JAKE, No reason.
JAKE," Ugh, alright, here's the truth. If we catch Flaco, and C.J. gets credit for it, he's gonna transfer out of the Nine-Nine."
JAKE," What? No! The opposite, if anything. I want to see him succeed. I'm trying to overmine him."
JAKE," Are you still mad at me for saying ""snaccident""?"
JAKE," Please, just let him come along."
JAKE, Just so his name is on the arrest report.
JAKE, I'll put him in a car a block away.
JAKE," Oh, man, if I had to boil it down to one thing and really pinpoint it, I guess I would just say it's, uh, ya boring."
JAKE, But still let him come? Great.
AMY," Gina, can I talk to you for a second?"
AMY," What? No, stop that."
AMY," I know how I kiss, I've read books. This is about Terry. You can't tell anyone else this, but-"
AMY, How do you know that?
AMY," Okay, but if you know he's depressed, then why are you being so hard on him?"
AMY, What? Ugh.
AMY, Gina? You locked me in.
AMY," Gina, you know I'm very claustrophobic."
JAKE," Parked a block away on Winthrop, as promised. Don't worry, he's not going anywhere. I downloaded an app on his phone that makes your words sound like burps."
JAKE, Yeah.
JAKE, That's Flaco.
JAKE," It's locked, go back."
JAKE," C.J., that's Flaco. You got him."
JAKE," No, no, wait. Let me guess. You opened your car door into him."
JAKE, He never saw it coming.
JAKE, And neither did you. It was a total accident; you were getting out of your car to go pee.
JAKE," Damn it, how did I not guess that?"
JAKE, Whoo!
JAKE," What, why?"
JAKE, More the door than you.
JAKE, Oh.
JAKE, That's gonna leave a mark.
JAKE," I can't believe this. Not only are we still stuck on the night shift, but now we have to watch C.J. get a medal. Why are there so many reporters? Even ""The Times"" is here."
JAKE, Stop saying reporters' names. How do you know so many names?
JAKE, Okay.
JAKE, That was a train wreck.
JAKE," Wait, what are you saying?"
JAKE, You did this?
JAKE, And you used my made-up word.
JAKE, It was no snaccident.
AMY," You did it, Sarge. You're gonna get our power usage down."
JAKE," Ladies and gentlemen, Captain Jason Stentley has been transferred from active duty effective immediately. Captain Raymond Holt will be taking his place, and, yes, he's taking all of us with him."
AMY, You mean-
JAKE," Yes, Amy. We're back on the day shift!"
JAKE, Charles! Medal of Valor!
JAKE, For getting shot in the butt!
JAKE," Oh my god, Charles is getting the same prize as a horse."
JAKE, Because the horse outranks him! This is amazing!
JAKE, The horse is pooping on the stage! Sergeant Peanut Butter is pooping on the stage!
JAKE, Santiago. The bet ends today. Are you ready?
AMY, I was born ready.
JAKE," -- to lose. The whole question was, “are you ready to lose?” And you said you were born that way."
AMY, Twist my words all you want -- I’m winning this bet.
AMY," A year ago today, Peralta and I made a bet to prove who’s a better detective. Whoever makes more felony arrests wins. What are the stakes? And don’t say money, because I know you’re in debt."
JAKE," If you knew anything about me, you’d say “crushing debt.” I’ll bet whatever, because I’m not losing."
JAKE," I’m gonna win, so sure: let’s bet the car."
AMY, Being one of those girls in Jake’s Mustang.
JAKE, That’s a very firm handshake.
AMY, I took a seminar. And now the score is all tied up.
JAKE," But not for long. In eight hours, I will win and then I will take Santiago on the worst date in the history of the world. You made your bed and now you’re going to lie in it. Don’t worry, “bed” is just metaphorical. Or is it?"
AMY," I’m not worried, ‘cause tonight I’m driving home in your car. And then I’m driving to the junkyard, where I will have it smushed into a metal cube, which I will use as a cold, sharp ottoman. Captain Holt exits his office. Charles hobbles after him."
JAKE," Rolly chair! Pen! Gina’s desk! Hello, sir, you look very stoic today. Like a majestic old tree--"
JAKE," What?! Oh, right the bet, I totally forgot--"
AMY," Up by one, Peralta! Anything you want to say to your car before you never see it again? “Bye bye?” “I love you?” “I’m sorry I let Santiago sell you for parts?”"
JAKE," Oh hi, Santiago. Do you have any dietary restrictions that Medieval Times should know about? I’m booking us a table in the middle of the jousting ring!"
AMY," Yes, 3-1-1? What’s the safest way to set a car on fire?"
JAKE, And I can see that by the absolutely no indicators on your face.
JAKE, Only if I lose. I’m a terrible sport. *
AMY, Captain! You look--
JAKE," Up by two, Santiago. I hope you got your cats a sitter tonight, because I’d hate for them to be lonely while we’re out on our date, having the time of my life."
AMY, I don’t have cats. I live alone.
JAKE, Cool brag.
AMY," You know who doesn’t live alone? The Bardon twins, whom I just busted for a B&E. Tie ballgame."
JAKE, They have the same DNA -- they should only count as one!
AMY," Ladies and Gentlemen, I present Carl Laudson, who stole 3000 dollars! left! Suck it, Peralta!"
JAKE, Oh no.
AMY," That’s right ‘oh no’-- Oh no, you don’t seem worried. Why aren’t you worried?"
JAKE," Bring in the johns! I ran a prostitution sting through Vice, and arrested thirty guys for soliciting."
AMY, That’s not a felony.
JAKE," It is if it’s your second offense. Which is the case for ten of these gentlemen. Little trivia -- four of them are actually named John! Ironic. Anyhoo, ten more for Peralta. Accept your fate!"
AMY, Never! *
JAKE," Five... four... three... two... one! It’s over. Jake wins! Amy loses! Amy Santiago, you have made me the happiest man on Earth. Will you go on the worst date ever with me? You have to * say yes!"
AMY, ...Yes.
JAKE," She said yes! She said yes! Amy Santiago! Date Time! Time to date! Hi there. Sorry, I’m taken. The woman who lives in that apartment loves me."
AMY," Peralta, this outfit is ridiculous."
JAKE," Should’ve thought of that before you spent all year losing our bet. Chop chop, there’s a lot of embarrassing to do and not a lot of hours to do it in."
AMY, Happy?
JAKE, Yes! You look like every girl I ever had a crush on at every Bat Mitzvah. Let me see the bow. Just like Jenny Gildenhorn. I wish you had braces. Should we get you braces? No -- that’s too much.
AMY, Nice shorts.
JAKE, Thank you. Believe it or not: they weren’t that expensive.
AMY, Do I really have to wear this all night?
JAKE," You know the rules. The date begins now and ends at midnight. I decide what you wear, what you eat, and where we go. Oh, and there’s one last rule."
JAKE," No matter what happens, you’re not allowed to fall in love with me."
AMY, Won’t be a problem.
JAKE, M’lady?
JAKE," Attention, everyone! Obviously, this is Charles’ night. But forget about that for a second, and admire, take pictures,and comment on every aspect of-- this."
AMY, Ugh. Permission to go to the bathroom?
JAKE," Granted. First of three. Use them wisely. Congrats again, buddy, I really am proud of you. Still wearing the medal, huh?"
JAKE," Allllright... Well, sorry I can’t stay, but I’ve got a terrible night planned for Amy. First up, the mall Photo Studio for our official date portrait. The picture will be the two of us playing one saxophone. Then, a dinner of peel-andeat shrimp at a dangerously cheap seafood restaurant. And then: I have contracted a youth choir to serenade us. * Okay, let’s hear it."
JAKE, They’re gonna sing to her at midnight in the middle of Times Square. She and 5000 German tourists will remember that moment for the rest of their lives.
JAKE," ‘Cause they’re so easy to grab, they’re begging to be pulled."
JAKE, ...What are you saying?
JAKE," Okay, that’s straight-up insane."
JAKE," Don’t worry about it. Fourteen hundred dollars. But it’s all on credit cards, so really, five dollars a month for the next 2000 years. I do not like Amy!"
JAKE," Charles, you live in your ex-wife’s new boyfriend’s basement. I don’t think I’m gonna take advice from you."
JAKE," Attention, everyone! We are about to leave, but now, for the first time as winner and loser, Santiago and I will perform the steerage jig from the film, “Titanic,” which we have in no way practiced."
JAKE, No. Embarrassing.
AMY, I hate your guts.
JAKE," Channel that passion into the dance, baby."
JAKE, Scully. Tag in.
JAKE," Sir, I’m right in the middle of this date and I can’t reschedule. I have far, far too many non-refundable deposits. I’m renting a tiger cub by the hour!"
JAKE, Don’t even know. Waiting for inspiration.
JAKE," Fine. But I’m taking Santiago, so the minute we’re done we’re back to the date. Darling? Brief pause. Duty calls."
AMY, Thank god. They head out.
AMY, I’m so happy to be out of that dress. It was weirdly hot.
JAKE," Oh yeah, it was a cotton-plastic blend. But don’t get too comfortable. We’re gonna catch these guys and get right back to the worst night of your life. Ugh. I have to cancel our theater reservation."
AMY, I don’t even want to know.
JAKE," Then I’ll tell you! It was an interactive musical called, “Uncle Milton’s Crazy Armenian Funeral.” You were going to be dragged on stage to play the nanny he died in bed with."
AMY," Ha ha. I’m so happy LaGuardia was robbed tonight. Hopefully, someone will also rob JFK."
JAKE," Don’t worry, there’s plenty of date left, including a grand finale at midnight. *"
JAKE," It’s gonna be great. For me and the kids. They get to stay up so late! * Is that the truck? Please let it be-- Nope. “Artisanal Soft Serve.” Thanks a lot, Brooklyn!"
AMY, Ten pm. These wonderful thugs have saved me another hour of humiliation.
JAKE," Yeah, well, I’m not giving up. There’s still time for us to get back to the worst date of your life."
AMY, Hmmm no. Nothing will ever be worse than the date I had with my aunt’s dentist...
AMY, What was your worst date ever?
JAKE, It’s like a fifty-way tie. Recently I went out with a lady who thought our president’s name was “The Rock Obama.”
JAKE," Hey, those people left the door open. I bet that roof has a better vantage point."
AMY, And I bet it doesn’t smell like old cheese.
JAKE, Hey. That’s offensive. It’s old meat.
JAKE," Sleep well, Brooklyn, for tonight I am your guardian. I don’t know how Batman does it. This is * so scary. Hey, can you hand me the binoculars? They’re in my stakeout bag."
AMY, Your stakeout bag is 98 percent nuts. *
JAKE," Yeah, I get snacky. Nuts are great for you, they don’t have any fat."
AMY," Jake, that’s not true at all. That is waaaay off base. They eat nuts for a beat. Amy notices something."
AMY, I think a pigeon just flew out of your car.
JAKE," Oh. Yeah, the windows don’t go up."
AMY," I don’t know why I fought so hard to get that car -- it’s kind of a piece of crap. Honestly, why are you so into it?"
JAKE, You really want to know? It reminds me of my first time.
AMY, Ewwww...
JAKE," No, not that, my first arrest. Get your disgusting mind out of the gutter. I was two days out of the academy. I’m super nervous. I see a guy run out of a * bodega with a handful of cash."
AMY, “Crushing debt.” I remember my first arrest. I was seven.
JAKE, The doll was in the right -- the robot was resisting arrest.
AMY," That’s what I said. And the judge, a stuffed owl, agreed. He was later disbarred for accepting bribes. I was a weird kid. You know, I don’t think we’ve ever just sat down and had a real conversation. It’s kind of nice. Nut? She tosses one in his mouth. He catches it. "
JAKE, Dude. Are you trying to catch it in your nose?
AMY, I got it. I got it.
JAKE," It’s Holt. Keep practicing. ...I can still make it to Times Square... * Eh, that’s okay, Captain. Don’t send the relief team. We’re already here, and I’m kind of curious to see what happens."
AMY, What did Holt want?
JAKE, Just checking in. How you doing -- any better?
AMY, Yup -- watch. The key is volume.
JAKE," Awesome. Volume me! * Tell me the truth, if you’d won my car would you really have destroyed it?"
AMY," No. I was gonna drive it...so I could learn stick. It would’ve been like... Errreggggh. Clunk! Errrrrr. Clunk. Errrr. Oh no, I just scraped off the fender! Erreggh..."
JAKE, Look. There’s our guy.
AMY, What’s the play here?
JAKE," Just follow my lead. Give me the ring. Now give me some nuts. I’m snacky. You know what, honey, fine! I’ll ask the guy, will that make you happy?! Excuse me, sir --"
JAKE, My girlfriend thinks we’re lost.
AMY, No. I know we’re lost. I think he’s an idiot.
JAKE," Idiot?! You know why we’re out here in the middle of the night, Susan? I was going to propose to you at midnight on the Brooklyn Bridge, where we met."
AMY, Brooklyn Bridge?! We met on the Manhattan Bridge! You dumb moron!
JAKE, You know what? This is over. Say goodbye to this ring and everything it stood for!
AMY, Oh! You son of a bitch! The two men hurry over. *
JAKE, Don’t tell Susan what to-- NOW! NYPD! Get down! *
AMY, NYPD! You’re under arrest! As they cuff the perps:
JAKE, Nice work.
AMY," You, too. Alright, let’s go."
JAKE," Uhhh, actually, I really need to find that ring -- it cost a fortune."
AMY, Thanks. Me too.
AMY, Yeah... right... relief team.
AMY, So... sorry you lost so much money last night. Guess you can add it to your list of bad dates.
JAKE," Nah, it goes on the good date list. You know -- ‘cause we caught the bad guys."
AMY, That’s a very mature way to look at it.
JAKE," Well, I’m a very mature man."
AMY, That’s me...
JAKE," Oh no! No, no, no, I forgot to cancel--"
JAKE," I’ll take this bullet for you, Amy!"
JAKE, Ew! I deserve a Medal of Valor for this!
JAKE, Come on and party tonight!
